1,0
2,3
3,3
4,0
5,0
6,7
7,7
8,0
9,0
10,1
11,1
12,0
13,0
14,5
15,5
16,0
17,7
18,7
19,0
20,6
21,6
22,0
23,4
24,4
25,0
26,1
27,1
28,0
29,3
30,3
31,0
32,5
33,5
34,0
35,7
36,7
37,0
38,6
39,6
40,0
41,1
42,1
43,0
44,0
45,5
46,5
47,0
48,7
49,7
50,0
51,0
52,0
53,0
54,1
55,1
56,0
57,3
58,3
59,0
60,7
61,7
62,0
63,6
64,6
65,0
66,1
67,1
68,0
69,0
70,0
71,5
72,5
73,0
74,1
75,1
76,0
77,1
78,1
79,0
80,7
81,7
82,0
83,0
84,1
85,1
86,0
87,4
88,4
89,0
90,3
91,3
92,0
93,5
94,5
95,0
96,7
97,7
98,0
99,0
100,1
101,1
102,0
103,0
104,5
105,5
106,0
107,7
108,7
109,0
110,0
111,0
112,0
113,3
114,3
115,0
116,5
117,5
118,0
119,7
120,7
121,0
122,0
123,1
124,1
125,0
126,0
127,0
128,5
129,5
130,0
131,7
132,7
133,0
134,6
135,6
136,0
137,0
138,1
139,1
140,0
141,0
142,5
143,5
144,0
145,7
146,7
147,0
148,0
149,5
150,5
151,0
152,0
153,0
154,3
155,3
156,0
157,0
158,0
159,0
160,3
161,3
162,0
163,1
164,1
165,0
166,6
167,6
168,0
169,7
170,7
171,0
172,4
173,4
174,0
175,3
176,3
177,0
178,0
179,4
180,4
181,0
182,7
183,7
184,0
185,0
186,1
187,1
188,0
189,0
190,5
191,5
192,0
193,0
194,7
195,7
196,0
197,3
198,3
199,0
200,7
201,7
202,0
203,0
204,0
205,5
206,5
207,0
208,3
209,3
210,0
211,7
212,7
213,0
214,0
215,5
216,5
217,0
218,0
219,4
220,4
221,0
222,7
223,7
224,0
225,3
226,3
227,0
228,7
229,7
230,0
231,0
232,3
233,3
234,0
235,1
236,1
237,0
238,5
239,5
240,0
241,4
242,4
243,0
244,0
245,3
246,3
247,0
248,7
249,7
250,0
251,5
252,5
253,0
254,7
255,7
256,0
257,0
258,3
259,3
260,0
261,0
262,0
263,5
264,5
265,0
266,7
267,7
268,0
269,0
270,0
271,1
272,1
273,0
274,3
275,3
276,0
277,7
278,7
279,0
280,4
281,4
282,0
283,0
284,0
285,5
286,5
287,0
288,7
289,7
290,0
291,3
292,3
293,0
294,7
295,7
296,0
297,5
298,5
299,0
300,3
301,3
302,0
303,4
304,4
305,0
306,7
307,7
308,0
309,0
310,5
311,5
312,0
313,3
314,3
315,0
316,7
317,7
318,0
319,5
320,5
321,0
322,7
323,7
324,0
325,0
326,5
327,5
328,0
329,6
330,6
331,0
332,0
333,4
334,4
335,0
336,7
337,7
338,0
339,5
340,5
341,0
342,3
343,3
344,0
345,0
346,7
347,7
348,0
349,5
350,5
351,0
352,6
353,6
354,0
355,1
356,1
357,0
358,0
359,7
360,7
361,0
362,0
363,1
364,1
365,0
366,5
367,5
368,0
369,3
370,3
371,0
372,0
373,5
374,5
375,0
376,7
377,7
378,0
379,4
380,4
381,0
382,3
383,3
384,0
385,0
386,7
387,7
388,0
389,3
390,3
391,0
392,5
393,5
394,0
395,0
396,0
397,7
398,7
399,0
400,5
401,5
402,0
403,3
404,3
405,0
406,7
407,7
408,0
409,6
410,6
411,0
412,0
413,1
414,1
415,0
416,5
417,5
418,0
419,3
420,3
421,0
422,0
423,0
424,0
425,0
426,1
427,1
428,0
429,5
430,5
431,0
432,7
433,7
434,0
435,0
436,0
437,0
438,0
439,3
440,3
441,0
442,4
443,4
444,0
445,7
446,7
447,0
448,0
449,3
450,3
451,0
452,5
453,5
454,0
455,0
456,7
457,7
458,0
459,0
460,0
461,3
462,3
463,0
464,5
465,5
466,0
467,0
468,1
469,1
470,0
471,7
472,7
473,0
474,0
475,0
476,0
477,3
478,3
479,0
480,5
481,5
482,0
483,7
484,7
485,0
486,0
487,0
488,0
489,0
490,3
491,3
492,0
493,0
494,7
495,7
496,0
497,0
498,0
499,5
500,5
501,0
502,0
503,0
504,3
505,3
506,0
507,7
508,7
509,0
510,3
511,3
512,0
513,0
514,5
515,5
516,0
517,7
518,7
519,0
520,0
521,0
522,0
523,6
524,6
525,0
526,3
527,3
528,0
529,7
530,7
531,0
532,6
533,6
534,0
535,0
