0,5
1,3
2,3
3,7
4,5
5,7
6,5
7,6
8,3
9,5
10,7
11,5
12,6
13,7
14,5
15,3
16,5
17,7
18,7
19,5
20,7
21,5
22,6
23,6
24,5
25,7
26,5
27,6
28,5
29,5
30,5
31,5
32,7
33,3
34,5
35,3
36,5
37,3
38,7
39,6
40,5
41,3
42,5
43,3
44,5
45,5
46,7
47,5
48,5
49,5
50,5
51,7
52,3
53,5
54,5
55,5
56,3
57,5
58,6
59,5
60,6
61,3
62,7
63,7
64,5
65,5
66,5
67,5
68,5
69,7
70,5
71,7
72,3
73,5
74,7
75,5
76,5
77,6
78,5
79,5
80,6
81,7
82,3
83,3
84,5
85,5
86,3
87,3
88,5
89,5
90,7
91,3
92,7
93,3
94,3
95,5
96,3
97,5
98,5
99,5
100,5
101,5
102,6
103,5
104,3
105,7
106,3
107,5
108,3
109,3
110,5
111,5
112,5
113,5
114,5
115,5
116,3
117,5
118,5
119,6
120,5
121,3
122,5
123,5
124,6
125,3
126,5
127,5
128,5
129,3
130,7
131,5
132,6
133,7
134,5
135,3
136,7
137,3
138,7
139,5
140,5
141,5
142,5
143,6
144,5
145,6
146,3
147,5
148,5
149,6
150,7
151,5
152,6
153,3
154,5
155,3
156,6
157,5
158,5
159,5
160,6
161,3
162,3
163,5
164,6
165,5
166,5
167,7
168,5
169,3
170,3
171,5
172,3
173,5
174,5
175,6
176,5
177,7
178,5
179,5
180,5
181,3
182,3
183,5
184,5
185,5
186,5
187,3
188,3
189,5
190,3
191,3
192,7
193,5
194,3
195,5
196,5
197,5
198,5
199,5
200,3
201,3
202,5
203,7
204,3
205,5
206,5
207,5
208,6
209,5
210,5
211,3
212,5
213,7
214,5
215,3
216,7
217,5
218,3
219,5
220,7
221,5
222,7
223,5
224,6
225,5
226,7
227,7
228,6
229,5
230,5
231,5
232,6
233,5
234,7
235,3
236,5
237,5
238,5
239,5
240,5
241,5
242,7
243,6
244,3
245,5
246,7
247,3
248,7
249,5
250,3
251,5
252,5
253,5
254,5
255,7
256,3
257,6
258,5
259,5
260,5
261,5
262,7
263,7
264,7
265,5
266,3
267,7
268,5
269,5
270,5
271,5
272,6
273,5
274,5
275,5
276,3
277,5
278,5
279,5
280,7
281,7
282,3
283,5
284,7
285,5
286,5
287,5
288,3
289,5
290,6
291,3
292,6
293,5
294,5
295,5
296,5
297,5
298,7
299,5
300,3
301,5
302,7
303,7
304,5
305,3
306,5
307,6
308,5
309,5
310,5
311,7
312,5
313,5
314,5
315,5
316,5
317,5
318,3
319,3
320,5
321,6
322,3
323,3
324,7
325,3
326,5
327,5
328,5
329,5
330,5
331,5
332,6
333,5
334,5
335,5
336,5
337,5
338,6
339,7
340,5
341,5
342,5
343,7
344,3
345,7
346,7
347,5
348,5
349,6
350,5
351,7
352,6
353,3
354,5
355,5
356,7
357,5
358,5
359,7
360,5
361,5
362,5
363,6
364,7
365,6
366,7
367,5
368,7
369,7
370,5
371,5
372,7
373,5
374,3
375,3
376,6
377,5
378,6
379,5
380,3
381,3
382,6
383,5
384,6
385,6
386,7
387,7
388,5
389,5
390,7
391,5
392,3
393,6
394,5
395,5
396,5
397,5
398,5
399,5
400,5
401,5
402,7
403,6
404,5
405,5
406,5
407,3
408,5
409,3
410,5
411,5
412,3
413,5
414,5
415,7
416,7
417,3
418,5
419,5
420,5
421,7
422,5
423,6
424,6
425,5
426,7
427,5
